Text,Label
"140 London Road, Biggleswade, Bedfordshire",address
"15 High Street, Toddington, Dunstable",address
"25-27 High Street North, Dunstable",address
"The Gables Hall, 132 Wing Road, Linslade, Leighton Buzzard",address
"The Clubhouse, Greenfield Road, Westoning, Bedfordshire",address
"Ampthill Road, Maulden, Bedford",address
"48 - 49 The Arches, Viaduct Road, Chelmsford",address
"The Bakers Arms, Common Road, Stock, Ingatestone",address
"7 Moulsham Street, Chelmsford, Essex",address
"Hawk Hill, Battlesbridge, Wickford, Essex",address
"44 - 45 Duke Street, Chelmsford, Essex",address
"The Bear, 16 The Square, Stock, Ingatestone",address
"The Beehive, Barrack Lane, Great Waltham, Chelmsford",address
"The Bell Inn, Main Road, Rettendon Common, Chelmsford",address
"New Writtle Street, Chelmsford",address
"Boreham Sports And Social Club, Main Road, Boreham, Chelmsford",address
"The Brewers Arms, Main Road, Bicknacre, Chelmsford",address
"34 Village Square, Springfield, Chelmsford, Essex",address
"Salerno Way, Chelmsford, Essex",address
"Roxwell Road, Chelmsford, Essex",address
"Melbourne Park Football Stadium, Salerno Way, Chelmsford, Essex",address
"101 Moulsham Street, Chelmsford, Essex",address
"3 The Old Coachworks, 38 Church Street, Great Baddow, Chelmsford",address
"Chelmsford Golf Club, Widford Road, Chelmsford, Essex",address
"Timsons Lane, Chelmsford, Essex",address
"55 Springfield Road, Chelmsford, Essex",address
"The Chequers Inn, The Street, Roxwell, Chelmsford",address
"The Clay Pigeon, 26 Robin Way, Chelmsford, Essex",address
"Mayes Lane, Danbury, Chelmsford, Essex",address
"Gloucester Avenue, Chelmsford, Essex",address
"219 Moulsham Street, Chelmsford, Essex",address
"Essex Police Headquarters, Kingston Crescent, Chelmsford, Essex",address
"89 Wood Street, Chelmsford, Essex",address
"The Fox And Raven, Barnes Mill Road, Springfield, Chelmsford",address
"Wyses Road, Highwood, Chelmsford, Essex",address
"Galleywood & District Social Club, The Street, Galleywood, Chelmsford",address
"Sports Pavilion, Slades Lane, Galleywood, Chelmsford",address
"The Gardeners, Forsythia Close, Springfield, Chelmsford",address
"84 Duke Street, Chelmsford, Essex",address
"Baddow Road, Great Baddow, Chelmsford, Essex",address
"Ladywell Lane, Sandon, Chelmsford, Essex",address
"Baddow Road, Great Baddow, Chelmsford",address
"Moulsham Drive, Chelmsford, Essex",address
"Horse And Groom, The Common, Galleywood, Chelmsford",address
"Raeburn House, 1 - 3 Baron Road, South Woodham Ferrers",address
"19 - 21 New London Road, Chelmsford",address
"The Street, Little Waltham, Chelmsford, Essex",address
"The Barnes Farm, Barnes Mill Road, Springfield, Chelmsford",address
"7 Springfield Road, Chelmsford",address
"New Sports Centre, Partridge Green, Broomfield, Chelmsford",address
"7 Hall Street, Chelmsford, Essex",address
"195 Springfield Road, Chelmsford, Essex",address
"Hall, Old Chelmsfordians Association, Lawford Lane, Writtle",address
"Chelmsford Theatre Workshop, 233 Springfield Road, Chelmsford, Essex",address
"Old Kings Head Public House, Stock Road, Stock, Ingatestone",address
"Princess Marie Louise Bowls Club, Bradford Street, Chelmsford, Essex",address
"1 Barrack Square, Chelmsford, Essex",address
"Runwell Road, Runwell, Wickford, Essex",address
"Church Road, Boreham, Chelmsford, Essex",address
"The Queens Head, 30 Lower Anchor Street, Chelmsford, Essex",address
"R H P Bowls Club, Canterbury Way, Chelmsford, Essex",address
"Railway Public House, 50 Hullbridge Road, South Woodham Ferrers, Chelmsford",address
"63 Duke Street, Chelmsford, Essex",address
"249 Springfield Road, Chelmsford, Essex",address
"Red Lion, Main Road, Margaretting, Ingatestone",address
"The Riverside Inn, Victoria Road, Chelmsford",address
"57 The Green, Writtle, Chelmsford, Essex",address
"Ubique Hall, Meadowside, Chelmsford, Essex",address
"The Running Mare Public House, Stock Road, Galleywood, Chelmsford",address
"Recreation Ground, Rectory Chase, Sandon, Chelmsford",address
"56 Widford Road, Chelmsford, Essex",address
"Main Road, Boreham, Chelmsford, Essex",address
"1 - 5 Annonay Walk, Chelmsford",address
"The Pavilion, Saltcoats Park, Ferrers Road, South Woodham Ferrers",address
"Timsons Lane, Chelmsford, Essex",address
"The Bowling Green, Common Road, Stock, Ingatestone",address
"29 - 33 Tattersall Way, Chelmsford, Essex",address
"Admiral J McHardy, 37 Arbour Lane, Chelmsford",address
"24 - 26 The Arches, Viaduct Road, Chelmsford",address
"The Anchor PH, 151 Moulsham Street, Chelmsford, Essex",address
"The Anchor, Runsell Green, Danbury, Chelmsford",address
"160 Main Road, Broomfield, Chelmsford, Essex",address
"7 Maldon Road, Danbury, Chelmsford",address
"The Bassment, 16 Wells Street, Chelmsford",address
"189 Moulsham Street, Chelmsford, Essex",address
"126 Main Road, Danbury, Chelmsford, Essex",address
"The Bell Inn, Main Road, Woodham Ferrers, Chelmsford",address
"Main Road, Margaretting, Ingatestone, Essex",address
"244 Rainsford Road, Chelmsford, Essex",address
"Dunmow Road, North End, Dunmow, Essex",address
"18-20 Viaduct Road, Chelmsford, Essex",address
"108 New London Road, Chelmsford, Essex",address
"141 Broomfield Road, Chelmsford, Essex",address
"Littley Green Road, Great Waltham, Chelmsford, Essex",address
"Penny Royal Road, Danbury, Chelmsford, Essex",address
"143 Moulsham Street, Chelmsford, Essex",address
"Radley Green Road, Roxwell, Chelmsford, Essex",address
"80 Gandalfs Ride, South Woodham Ferrers, Chelmsford, Essex",address
"Newney Green, Writtle, Chelmsford, Essex",address
"351 Springfield Road, Chelmsford, Essex",address
"The Windmill Tavern, The Tye, East Hanningfield, Chelmsford",address
"Church Road, Ramsden Heath, Billericay, Essex",address
"Generals Arms, The Ridge, Little Baddow, Chelmsford",address
"Main Road, Boreham, Chelmsford, Essex",address
"Highwood Road, Edney Common, Chelmsford, Essex",address
"Bishops Stortford Road, Roxwell, Chelmsford",address
"Hawk Hill, Rettendon, Wickford, Essex",address
"21 High Street, Stock, Ingatestone, Essex",address
"The Flyer, Dickens Place, Chelmsford, Essex",address
"The Street, Pleshey, Chelmsford",address
"22 Baddow Road, Chelmsford",address
"50 Heath Road, Ramsden Heath, Billericay, Essex",address
"South Hanningfield Road, South Hanningfield, Chelmsford, Essex",address
"6 Lower Anchor Street, Chelmsford, Essex",address
"28 Duke Street, Chelmsford, Essex",address
"306 Springfield Road, Chelmsford",address
"The Rodney, North Hill, Little Baddow, Chelmsford",address
"Chelmsford Road, Great Waltham, Chelmsford, Essex",address
"Chelwater, Great Baddow, Chelmsford, Essex",address
"Hall, Saxon Way, Broomfield, Chelmsford",address
"The Royal British Legion, The Village, Great Waltham, Chelmsford",address
"18 Broomfield Road, Chelmsford, Essex",address
"Stock Road, West Hanningfield, Chelmsford, Essex",address
"The Star, 199 Baddow Road, Chelmsford, Essex",address
"Mashbury Road, Chignal St James, Chelmsford, Essex",address
"The Tulip, Church Lane, Springfield, Chelmsford",address
"Two Saxons PH, 64 Bodmin Road, Chelmsford, Essex",address
"Walnut Tree, Larks Lane, Great Waltham, Chelmsford",address
"Old Wickford Road, South Woodham Ferrers, Chelmsford, Essex",address
"28 New Street, Chelmsford, Essex",address
"White Hart, The Tye, Margaretting, Ingatestone",address
"25 Townfield Street, Chelmsford, Essex",address
"White Horse Inn, Heath Road, Ramsden Heath, Billericay",address
"Main Road, Bicknacre, Chelmsford, Essex",address
"4 Duke Street, Chelmsford, Essex",address
"23 Mildmay Road, Chelmsford, Essex",address
"9 Springfield Road, Chelmsford, Essex",address
"The Three Compasses, Church Road, West Hanningfield, Chelmsford",address
"18 - 24 Chandlers Way, South Woodham Ferrers, Chelmsford, Essex",address
"The United Brethren, New Writtle Street, Chelmsford, Essex",address
"White Bear, Watchouse Road, Galleywood, Chelmsford",address
"76 - 78 High Street, Great Baddow, Chelmsford, Essex",address
"The Club House, Marsh Farm Road, South Woodham Ferrers, Chelmsford",address
"Bowling Club, Romans Place, Writtle, Chelmsford",address
"Abberton And District Cricket Club, Abberton Road, Langenhoe, Colchester",address
"The Abbey Arms Public House, 4 St Johns Green, Colchester",address
"128 High Street, Colchester",address
"Maldon Road, Birch, Colchester",address
"131 High Street, Colchester",address
"The Beehive, 113 Bromley Road, Colchester",address
"Colne Bank Avenue, Colchester",address
"27 Bergholt Road, Colchester",address
"145 Caelum Drive, Colchester",address
"4 Crouch Street, Colchester",address
"The Street, Great Tey, Colchester",address
"The Cherry Tree Inn Public House, 80 Blackheath, Colchester",address
"Coopers Beach Caravan Park, Church Lane, East Mersea, Colchester",address
"107 High Street, Colchester",address
"77 East Hill, Colchester",address
"143 Coast Road, West Mersea, Colchester",address
"East Road, East Mersea, Colchester",address
"Dog And Pheasant, 24 Nayland Road, Colchester",address
"High Road, Layer De La Haye, Colchester",address
"Fallowfield Road, Colchester",address
"Spring Lane, Eight Ash Green, Colchester",address
"2 St. Botolphs Street, Colchester",address
"83 Artillery Street, Colchester",address
"70 East Hill, Colchester",address
"Greenstead Association Social Club, Blackthorn Avenue, Colchester",address
"Nayland Road, Great Horkesley, Colchester",address
"10 Walsingham Road, Colchester",address
"55 The Cross, Wivenhoe, Colchester",address
"123-125 Crouch Street, Colchester",address
"St Helen's Lane, Colchester",address
"Broad Green, Great Tey, Colchester",address
"63 Crouch Street, Colchester",address
"The Live And Let Live, 12 Millers Lane, Stanway, Colchester",address
"50 Yorick Road, West Mersea, Colchester",address
"29-39 Head Street, Colchester",address
"38 Chapel Street South, Colchester",address
"87 Maldon Road, Tiptree, Colchester",address
"The New Town Tavern, 3-7 Kendall Road, Colchester",address
"The Old Crown Inn, Lodge Road, Messing, Colchester",address
"Queens Head, Ford Street, Aldham, Colchester",address
"66 North Hill, Colchester",address
"Colchester Road, Peldon, Colchester",address
"7 Queen Street, Colchester",address
"5 Queen's Road, West Bergholt, Colchester",address
"The Red Lion, 130 Coggeshall Road, Marks Tey, Colchester",address
"18-22 Vineyard Street, Colchester",address
"Rose And Crown, The Quay, Wivenhoe, Colchester",address
"Marsh Crescent, Rowhedge, Colchester",address
"111 High Street, Colchester",address
"5 St. Johns Green, Colchester",address
"67 Crouch Street, Colchester",address
"21 Osborne Street, Colchester",address
"University Of Essex, Wivenhoe Park, Colchester",address
"King Edward Quay, Colchester",address
"Cowdray Avenue, Colchester",address
"The Ale House, 82 Butt Road, Colchester",address
"Copford Green, Copford, Colchester",address
"The Anchor, High Street, Rowhedge, Colchester",address
"The Anchor, Station Road, Tiptree, Colchester",address
"17 Iceni Way, Colchester",address
"54-56 Artillery Street, Colchester",address
"School Road, Little Horkesley, Colchester",address
"Black Buoy Hill, Wivenhoe, Colchester",address
"40 Oak Road, Tiptree, Colchester",address
"31 Osborne Street, Colchester",address
"67 Military Road, Colchester",address
"The Castle Inn Public House, 92 High Street, Colchester",address
"65 West Stockwell Street, Colchester",address
"Main Road, Wormingford, Colchester",address
"51 St. Johns Street, Colchester",address
"156 High Street, Colchester",address
"65 Butt Road, Colchester",address
"Flag Inn, Colchester Road, Wivenhoe, Colchester",address
"1-2 Castle Road, Colchester",address
"106 East Road, West Mersea, Colchester",address
"St Christopher Road, Colchester",address
"87 Mersea Road, Colchester",address
"62 High Street, Wivenhoe, Colchester",address
"Hare And Hounds, Garlands Road, Layer Breton, Colchester",address
"Bed And Breakfast Accommodation, The Layer Fox, 2 Malting Green Road, Layer De La Haye, Colchester",address
"Shrub End Road, Colchester",address
"132 North Station Road, Colchester",address
"28 Mersea Road, Colchester",address
"25 St. Johns Green, Colchester",address
"4-6 St. Johns Street, Colchester",address
"Lower Road, Peldon, Colchester",address
"The Commons, Colchester",address
"42 Eld Lane, Colchester",address
"The Queens Public House, 52 Berechurch Road, Colchester",address
"The Red Dog Cafe, Kelvedon Road, Inworth, Colchester",address
"39 Barfield Road, West Mersea, Colchester",address
"The Quay, Wivenhoe, Colchester",address
"The Royal British Legion, Straight Road, Boxted, Colchester",address
"120 Military Road, Colchester",address
"Moor Road, Langham, Colchester",address
"152 Maldon Road, Tiptree, Colchester",address
"Halstead Road, Fordham, Colchester",address
"4 St. Botolphs Street, Colchester",address
"The Spinnaker, 21 Hythe Quay, Colchester",address
"2A Grove Road, Tiptree, Colchester",address
"The Street, Chappel, Colchester",address
"285 London Road, Stanway, Colchester",address
"Hall Road, Mount Bures, Bures",address
"92 Coast Road, West Mersea, Colchester",address
"Chapel Road, Fingringhoe, Colchester",address
"Waldegraves Lane, West Mersea, Colchester",address
"Nayland Road, West Bergholt, Colchester",address
"Bowling Club, Old Heath Road, Colchester",address
"The Three Horse Shoes, 72 Church Road, Fordham, Colchester",address
"University Of Essex, Wivenhoe Park, Colchester",address
"Colchester Road, West Bergholt, Colchester",address
"45 North Hill, Colchester",address
"Seaview Holiday Park, Sea View Avenue, West Mersea, Colchester",address
"105 High Street, Colchester",address
"Victoria Inn, 10 North Station Road, Colchester",address
"33 Osborne Street, Colchester",address
"33 Crouch Street East, Colchester",address
"Lexden Road, West Bergholt, Colchester",address
"116 Coast Road, West Mersea, Colchester",address
"The White Hart, 342 London Road, Stanway, Colchester",address
"Woodland Way, Wivenhoe, Colchester",address
"1-3 Head Street, Colchester",address
"29 High Street, Rowhedge, Colchester",address
"24-25 North Hill, Colchester",address
"Frithsden Lane, Frithsden, Hemel Hempstead",address
"Leys Road, Hemel Hempstead, Herts",address
"NOT A POSTAL ADDRESS, Cow Roast, Tring, Herts",address
"NOT POSTAL ADDRESS, Canal Fields, Broadwater, Berkhamsted",address
"Berkhamsted Football Club, Broadwater, Lower Kings Road, Berkhamsted",address
"Berkhamsted  Lawn Tennis & Squash  Club, Lower Kings Road, Berkhamsted, Herts",address
"Kitcheners Field, Castle Hill, Berkhamsted",address
"Berkhamsted Town Hall, 196 High Street, Berkhamsted, Herts",address
"10 The Common, Chipperfield, Kings Langley",address
"High Street, R\\o Village Hall, Bovingdon",address
"Bovingdon Green, Bovingdon, Hemel Hempstead",address
"Green Lane, Bovingdon, Hemel Hempstead",address
"Boxmoor Cricket Club, 56 C/O Horsecroft Road, Boxmoor, Hemel Hempstead",address
"81 Horsecroft Road, Hemel Hempstead, Herts",address
"The Bridgewater Arms, Nettleden Road North, Little Gaddesden, Berkhamsted",address
"Chaulden Lane, Hemel Hempstead, Hertfordshire",address
"The Pavilion, The Common, Chipperfield",address
"182 Cotterells, Hemel Hempstead, Hertfordshire",address
"2 Leverstock Green Road, Hemel Hempstead, Herts",address
"Bridens Camp, Hemel Hempstead, Herts",address
"Station Road, Berkhamsted, Herts",address
"Galley Hill, Hemel Hempstead, Herts",address
"Bridens Camp, Hemel Hempstead ( See Text)",address
"1 Henry Wells Square, Hemel Hempstead, Herts",address
"Leys Road, Hemel Hempstead, Herts",address
"507 London Road, Hemel Hempstead, Herts",address
"Hemel Hempstead Rugby League Club, Pennine Way, Hemel Hempstead, Herts",address
"Hemel Hempstead Bowls Club, Gadebridge Park, Queensway, Hemel Hempstead, Herts",address
"6 Queensway, Hemel Hempstead, Herts",address
"Vauxhall Road, Hemel Hempstead, Herts",address
"Henry Wells Square, Hemel Hempstead, Herts",address
"Junction 9, London Road, Flamstead, St. Albans",address
"147 High Street, Berkhamsted, Herts",address
"A F C Kings Langley, Rectory Farm, Gade Valley Close, Kings Langley, Herts",address
"Bowling Club, High Street, Kings Langley, Herts",address
"Community Centre, The Nap, Kings Langley, Herts",address
"Vicarage Lane, Kings Langley, Herts",address
"5 Hempstead Road, Kings Langley, Herts",address
"Bedmond Road, Hemel Hempstead, Hertfordshire",address
"Pancake Lane, Hemel Hempstead, Herts",address
"Boxmoor Hall, St Johns Road, Hemel Hempstead, Herts",address
"Church Road, Little Gaddesden, Berkhamsted",address
"Sports Ground, Cavendish Road, Markyate, St Albans",address
"The Green, Potten End, Berkhamsted",address
"Midland Road, Hemel Hempstead, Herts",address
"156 Marlowes, Hemel Hempstead, Herts",address
"Northchurch Cricket Club, Tring Road, Northchurch, Berkhamsted",address
"Unit 1, 160 Marlowes, Hemel Hempstead, Herts",address
"46 Puller Road, Hemel Hempstead, Herts",address
"Hempstead Lane, Potten End, Berkhamsted",address
"Cricket Club, Homefield, Potten End, Berkhamsted, Herts",address
"34 Lawn Lane, Hemel Hempstead, Herts",address
"60 High Street, Kings Langley, Herts",address
"Trowley Bottom, Flamstead, St Albans",address
"Rose And Crown, 19 High Street, Hemel Hempstead, Herts",address
"182 High Street, Berkhamsted, Herts",address
"Queensway, Hemel Hempstead, Herts",address
"Fletcher Way, Hemel Hempstead, Hertfordshire",address
"86 St Johns Road, Hemel Hempstead, Herts",address
"9 Akeman Street, Tring, Hertfordshire",address
"73 Western Road, Tring, Herts",address
"London Road, Bourne End, Hemel Hempstead",address
"36-37 High Street, Tring, Herts",address
"79 High Street, Bovingdon, Hemel Hempstead",address
"104 High Street, Berkhamsted, Herts",address
"26 Frogmore Street, Tring, Herts",address
"Gravel Path, Berkhamsted, Herts",address
"Black Robins Lane, Flaunden, Hemel Hempstead",address
"The Bull, 10 High Street, Berkhamsted, Herts",address
"The Bull Inn, 1 Chipperfield Road, Bovingdon, Hemel Hempstead",address
"Park Road, Tring, Herts",address
"Pendley Arts Centre, Station Road, Tring, Herts",address
"Cow Roast, Tring, Herts",address
"145 High Street, Berkhamsted, Herts",address
"2 Fishery Road, Hemel Hempstead, Herts",address
"The Full House, 126-128 Marlowes, Hemel Hempstead, Herts",address
"Waterhouse Street, Hemel Hempstead, Herts",address
"261 High Street, Berkhamsted, Herts",address
"83 High Street, Berkhamsted, Herts",address
"The Grand Junction Arms, Bulbourne Road, Bulbourne, Tring",address
"Green End Road, Hemel Hempstead, Herts",address
"Flaunden, Hemel Hempstead, Hertfordshire",address
"The Green Man, Leverstock Green Road, Hemel Hempstead, Herts",address
"Stocks Road, Aldbury, Tring",address
"Chesham Road, Wigginton, Tring",address
"60 Tring Road, Wilstone, Tring",address
"Hempstead Road, Bovingdon, Hemel Hempstead",address
"The Queens Square, Hemel Hempstead, Herts",address
"King Street, Tring, Herts",address
"277 High Street, Berkhamsted, Herts",address
"Leverstock Green Road, Hemel Hempstead, Herts",address
"40a High Street, Markyate, St Albans",address
"113 London Road, Hemel Hempstead, Herts",address
"51 High Street, Hemel Hempstead, Herts",address
"St Marys Road, Hemel Hempstead, Herts",address
"Gaddesden Row, Great Gaddesden, Hemel Hempstead",address
"London Road, Berkhamsted, Herts",address
"83 Langley Hill, Kings Langley, Herts",address
"The Olde Kings Arms, 41 High Street, Hemel Hempstead, Herts",address
"Tower Hill, Chipperfield, Kings Langley",address
"Wingrave Road, Tring, Herts",address
"The Back, Potten End, Berkhamsted",address
"Leverstock Green Road, Hemel Hempstead, Herts",address
"85 London Road, Markyate, St Albans",address
"38 Tring Road, Long Marston, Tring",address
"Leighton Buzzard Road, Water End, Hemel Hempstead",address
"High Street, Berkhamsted, Herts",address
"George Street, Berkhamsted, Herts",address
"1 Brook Street, Tring, Herts",address
"Robin Hood Meadow, Hemel Hempstead, Herts",address
"47 High Street, Kings Langley, Herts",address
"8 High Street, Flamstead, St Albans",address
"36 High Street, Markyate, St Albans",address
"2 High Street, Flamstead, St Albans",address
"Belswains Lane, Hemel Hempstead, Hertfordshire",address
"Warners End Road, Hemel Hempstead, Herts",address
"The Common, Chipperfield, Kings Langley",address
"The White Hart, 30-34 High Street, Hemel Hempstead, Herts",address
"London Road, Bourne End, Hemel Hempstead",address
"44 London Road, Hemel Hempstead, Herts",address
"The Common, Chipperfield, Kings Langley",address
"194 St Johns Road, Hemel Hempstead, Herts",address
"Three Horseshoes, Winkwell, Hemel Hempstead, Herts",address
"70 High Street, Tring, Herts",address
"Cow Lane, Tring, Hertfordshire",address
"Cow Lane, Tring, Hertfordshire",address
"London Road, Tring, Herts",address
"Cow Lane, Tring, Hertfordshire",address
"Squash Club, Cow Lane, Tring, Herts",address
"Long Chaulden, Hemel Hempstead, Herts",address
"Trooper Road, Aldbury, Tring",address
"London Road, Hemel Hempstead, Herts",address
"202 High Street, Cheveley, Newmarket, Suffolk",address
"29A Forehill, Ely, Cambridgeshire",address
"Downham Road, Ely, Cambridgeshire",address
"31 The Street, Snailwell, Newmarket, Suffolk",address
"The Links, Cambridge Road, Newmarket, Suffolk",address
"Ponts Hill, Littleport, Ely, Cambridgeshire",address
"61 Ely Road, Littleport, Ely, Cambridgeshire",address
"3 Market Street, Soham, Ely, Cambridgeshire",address
"82 High Street, Sutton, Ely, Cambridgeshire",address
"The Brooklands Centre, The Brook, Sutton, Ely",address
"1 Sandhill, Littleport, Ely, Cambridgeshire",address
"16 High Street, Bottisham, Cambridge",address
"18 Brinkley Road, Dullingham, Newmarket, Suffolk",address
"Bradley Road, Burrough Green, Newmarket, Suffolk",address
"76 Brook Street, Soham, Ely, Cambridgeshire",address
"58 Carter Street, Fordham, Ely, Cambridgeshire",address
"128 High Street, Sutton, Ely, Cambridgeshire",address
"66 Fordham Road, Soham, Ely, Cambridgeshire",address
"8 Duck Lane, Haddenham, Ely, Cambridgeshire",address
"14 Church Street, Fordham, Ely, Cambridgeshire",address
C91D6409F 86 2E6 86A7 1C0D6EC9,serial
C~49152~C42,serial
"0CD7F,99,4,7B189,6CB1D",serial
"15,8C,F102D2E,5AA12",serial
10C42BE7689557DC85-11782B9-4002A,serial
5.078.570CB650AF.3A456A9D2E9,serial
E5~1116~3C5400AD89F83D,serial
DBD252/EF/DED8,serial
1CD.84.8EC0B21D,serial
859A6D614009C.4ECA.21D37AB6D8C1349,serial
6B2B31/4C02CEA/3/2/648AE525ABB8D4,serial
EAADF~5~6~72~F73AE93,serial
FB/A7B9A4/C/3E85FC3/4B19E2F,serial
0_E6_D_3C9EF,serial
83FE7C71DAC276 2FB2CB 9 C2454,serial
"E,4EEC3DCA,9AA",serial
C3.F67F341D88B369E3C.F.16A29F2,serial
0 7 B8675 A1227362 3EE197F C36B132,serial
69493/925,serial
"A0,0E,FEF5D23,7D3F,6C3235EB444",serial
969E AC05 3841CE,serial
878-EA0BA154-FC85688D60A-D2D70,serial
492.C.8B.04A6FFCD0,serial
01E0F7.54,serial
A6ECCAC5A1 8BB38B 3DA52D,serial
20CB2~2~1679B92D4F,serial
EE~FAB7EE~35FB42AF85DB7D29F,serial
B3B55 A8 D348 E6E4F20A6 FFAD4,serial
64568AC-CF4B,serial
F90_2739_2D_6BCDB,serial
8B-4E72-104,serial
9ACA7 9 03 FD96B8,serial
209062~A0141A1~D~AEC83~C2B32~8DE7101,serial
28-6-2AE-B-A3-D8D41CF,serial
"C0,27197949,65693344EA8C94113",serial
0C2571F/8/1BDE5,serial
78D.7BDF5EAAC2.D.D.B.E0183F,serial
6C6741-54027-9132,serial
055 2769 A D C5D5C,serial
"4,0112FC,38F8AD,5BB716",serial
2B-5-9BC7-EC0-41-5AE042,serial
"E1,91B,6FC,79213689,6CB8,2479E945",serial
F48.81.1318.658CB,serial
"AF0A1,DEF,D40042,A,6,F41917",serial
EFF31C.9B86B74665860AB9A5722B3.485,serial
9_4_C945FF40AA4178E2_4D90152_2D3092,serial
1-53D17AB-A-0-CB7-EC4C577,serial
80 95 6226,serial
F0_A6D0DE_36D_AB6_7E4BFD9_A67000D152,serial
AC8259BB604197FC/F6/CF73FC4,serial
"A5,9529F,B633",serial
E1DAAF52B~61CF~F6~AA519294D8,serial
"A433AD3AF7E,9A7,4D,C3D9C",serial
3-56D-548-AB7FA4,serial
"37BBF77,1,7BA1,B10ECF,8FFE3E11",serial
94-7CA7-C-6C31AB02D835,serial
0BB65B736 C 682731FF 2 6778C,serial
7C_98C_CBA76_FE765F9,serial
EC1F C11BA80D4 0D 57D 1A16B99B859,serial
B44ED_E2B,serial
BE97A58.0D.273.D90EDC.CDE0.88C9318,serial
9-4-7D-097D-7-0E8B7A,serial
10A85CEF91.C.BB6A977.F8BCFC7EE,serial
F4B4C5B04 A575576 6072 ACD413,serial
D1ECDA-7641,serial
60322~49~4~C~68103,serial
F~C~E~2550~DABFE~2~93A26DCA274927A9,serial
4FF0F7B.D385E.FCE5,serial
DEC20E32 D39B 7E4F 28A969 0 4AB4DC1,serial
"451E0,6915829FFD36D344",serial
92 A396 E0E3DF70,serial
"E60CC,02A,5D3891",serial
7259~42~12B55,serial
"F1,535F886D,8F,F3C1E3A5",serial
2CB67 1D7,serial
FBBC_8_C1F0E6_01C0_DBD3A2D2B7,serial
6AE156F.67F.C927F01D2BB.E292F73AE95,serial
6338 CF49A22 2D7E65 187FFBCAC ED24D,serial
5/6E/37/4BE/66B229,serial
2F46.2F.E5.1A21248.9D1D3,serial
F~29EBC2841~913273391587~923F0A8,serial
64_0FF0E9C369B_AD_1364CEF6D574_813C4,serial
C1 68EA4AC8B34CD 237B180D12 E4B1E2,serial
A2 33 BAFE69 A F91B7FFB E24BD0A59DBA5,serial
7C0E5B8 07DBDFE 15C516ACD B F7C80E0A,serial
F184E04-C16,serial
5318-7B-9-FD-AA7E0-F4DF5E4BD5147D0,serial
C16C EE4F56 E15 058C62282,serial
E9.9B329.7A.5F4E4B94B12D,serial
E52-3F7-F-95-1E30A75,serial
9B4034 D9,serial
F88A039.B7ADC.6D9,serial
F.0A19.0A69DB2.F667,serial
FDAE6C7B9E7BE670~2~AF0,serial
92847483_31A82DFE,serial
A/AA1528C/148A71951563/888/2FFEFF38F,serial
F92DC E9 AD0D2965DF 9670A 74331A6437,serial
44 90 7 30F37C24 DFF4 E 75265C3FEC0,serial
"993E,F70C055,AF54E382",serial
F6AA6-A6-2B25,serial
90_1_CD_6CDBD_64822563,serial
5/5/8232444C9C/E8153,serial
"03E80A76EDE4EDF7E414D,0E3,ECE890",serial
1770E6-7C-5A8C-AF8EEF-9A1DB24BE,serial
AFDF8CED5F53/79/9EAFEC0C,serial
A5-799C987-32BC87F9F1F16241BAF71,serial
D122.1ED6AB300.6.3D948EC,serial
"A9,91,CDB3D266,E722B7",serial
AB2C7809/FA9A7/B53A/0930985B,serial
2719.0F.099,serial
48~CC8~96~2E1F5,serial
"A,4F57,4,BF,C,44107D",serial
2 2470 7492,serial
3134BC-55-125E-1-F-DDF-9911771F,serial
"20,62AD3A11EC,CBB9C6F4",serial
B6-1-DDF68FF,serial
1.8.D5481A01.89644,serial
08B 3 1 0F CAF03A4,serial
1C8E980_7_420E9_92_567B7E6F8AD,serial
69A~BC2~40025,serial
E_0_9_823A76_C1D_520FBA,serial
8-771BB7-26C6E0091B-41-3323146182F,serial
293E_5_E300_16E4,serial
2A47-FE-264,serial
AC_620B_99E1,serial
1A6C1CB53F1.4A.F27A.AA514,serial
"563,0C,E9451,F,B8B0,A72975FFEA790",serial
68A358 30D,serial
E1B3/9D88637212C5/1478BE/3/69421,serial
FF127.E2.9600.1662158F,serial
EC3A3C7D2C7ACBD-2B2430F2F-D0F,serial
6-AB92FB3DE1852-C6F6BEB-5297,serial
26.8.C446.783B3839,serial
0FBA~1A~B70,serial
676E18D5F36070CD23C11320158 2BC2,serial
61BE0~B~EF9~3392C,serial
BC63F/684/B6C/8016,serial
0-2A7A95-7719E,serial
5068.D2A1EC50BBD,serial
C9E3A4FE.594.8D1F22DC184,serial
26A/C44/185,serial
2A~0~B7C919563575E06961554AB5,serial
E959 9C9 FECC 7695100C,serial
AC7066BE.D0531DAF2A55AC.F5D.16BDF9,serial
55/9E3E8/5/D87120/A2AAE30E7,serial
25E51A107FF-0E0A55F-227E,serial
727995569ED9B1183AF6AE96BF/8F8/9C9,serial
8.51.25E8BB167.C755933753F7A141E,serial
BA56DFF67~15621~71A34ED~F9EFE75,serial
F9-F2C-B97,serial
E B73132CAC3 CC705 9 EAA 8D3ADFA6F,serial
"7,D18,E449AE",serial
7-21-B24-108B-7F-C2BB31,serial
"FF1,D1,F6D1D66C988FFD512",serial
DD3E 4832 E8BA D0 9 EA0CF81,serial
15E6B5427.590.4B79EB39AAC9424D7,serial
4E3916A2BC92/4AD90B1/124CB9C050ED,serial
"72,B27422,718F82FAB986DC1",serial
